staters,total_deaths,total_pop,male_deaths,female_deaths,pop_male,pop_female,male_white_deaths,female_white_deaths,female_black_deaths,male_black_deaths,pop_male_white,pop_male_black,pop_female_white,pop_female_black,male_white_20s_deaths,male_white_30s_deaths,male_white_40s_deaths,male_white_50s_deaths,male_white_60s_deaths,male_white_70s_deaths,male_white_80s_deaths,male_white_90s_deaths,female_white_20s_deaths,female_white_30s_deaths,female_white_40s_deaths,female_white_50s_deaths,female_white_60s_deaths,female_white_70s_deaths,female_black_30s_deaths,female_black_50s_deaths,male_black_20s_deaths,male_black_30s_deaths,male_black_40s_deaths,male_black_50s_deaths,male_black_60s_deaths,male_black_70s_deaths,male_black_80s_deaths,male_black_90s_deaths,female_white_80s_deaths,female_white_90s_deaths,female_black_20s_deaths,female_black_40s_deaths,female_black_60s_deaths,female_black_70s_deaths,female_black_80s_deaths,female_black_90s_deaths,pop_male_white_20s,pop_male_white_30s,pop_male_white_40s,pop_male_white_50s,pop_male_white_60s,pop_male_white_70s,pop_male_white_80s,pop_male_black_20s,pop_male_black_30s,pop_male_black_40s,pop_male_black_50s,pop_male_black_60s,pop_male_black_70s,pop_male_black_80s,pop_female_white_20s,pop_female_white_30s,pop_female_white_40s,pop_female_white_50s,pop_female_white_60s,pop_female_white_70s,pop_female_white_80s,pop_female_black_20s,pop_female_black_30s,pop_female_black_40s,pop_female_black_50s,pop_female_black_60s,pop_female_black_70s,pop_female_black_80s,male_white_below_40_deaths,male_white_over_40_deaths,female_white_below_40_deaths,female_white_over_40_deaths,female_black_below_40_deaths,female_black_over_40_deaths,male_black_below_40_deaths,male_black_over_40_deaths,pop_male_white_below_40,pop_male_white_over_40,pop_male_black_below_40,pop_male_black_over_40,pop_female_white_below_40,pop_female_white_over_40,pop_female_black_below_40,pop_female_black_over_40,year,employment,real_gdp,personal_income,st,sen_dem_majority,hs_dem_majority,sen_rep_majority,hs_rep_majority
CO,3296,1782678.0,1700.0,1596.0,873291.0,909387.0,1661.0,1562.0,34.0,39.0,831910.0,28406.0,868972.0,26032.0,25.0,36.0,96.0,271.0,483.0,460.0,263.0,27.0,16.0,44.0,121.0,268.0,368.0,399.0,4.0,9.0,0.0,0.0,2.0,9.0,12.0,11.0,4.0,1.0,292.0,54.0,1.0,3.0,8.0,7.0,1.0,1.0,266044.0,187211.0,130381.0,113762.0,77758.0,40506.0,16248.0,12260.0,6175.0,4425.0,2937.0,1590.0,749.0,270.0,254939.0,183232.0,130367.0,120764.0,89985.0,57643.0,32042.0,9214.0,5749.0,4372.0,3102.0,1953.0,1106.0,536.0,61.0,1600.0,60.0,1502.0,5.0,29.0,0.0,39.0,583636.0,248274.0,22860.0,5546.0,568538.0,300434.0,19335.0,6697.0,1977,1410620.0,25428.0,7742.0,CO,0.0,0.0,1.0,1.0
CT,6091,2092249.0,3142.0,2949.0,985447.0,1106802.0,2993.0,2838.0,111.0,149.0,926678.0,52310.0,1035703.0,64339.0,17.0,39.0,139.0,462.0,897.0,882.0,504.0,53.0,32.0,61.0,184.0,496.0,732.0,713.0,4.0,33.0,2.0,2.0,18.0,39.0,42.0,35.0,8.0,3.0,533.0,87.0,3.0,13.0,26.0,23.0,6.0,3.0,230715.0,182669.0,152641.0,164385.0,117061.0,55795.0,23412.0,16714.0,12449.0,9399.0,7413.0,4172.0,1678.0,485.0,233255.0,189548.0,160141.0,178093.0,138336.0,87066.0,49264.0,19988.0,15555.0,11290.0,8570.0,5331.0,2619.0,986.0,56.0,2937.0,93.0,2745.0,7.0,104.0,4.0,145.0,566025.0,360653.0,38562.0,13748.0,582944.0,452759.0,46833.0,17506.0,1977,1546330.0,29598.0,8742.0,CT,1.0,1.0,0.0,0.0
DC,1598,485077.0,904.0,694.0,218048.0,267029.0,255.0,241.0,453.0,649.0,75332.0,139728.0,89203.0,174382.0,1.0,2.0,7.0,29.0,74.0,97.0,38.0,7.0,0.0,3.0,10.0,29.0,73.0,67.0,14.0,108.0,7.0,14.0,67.0,179.0,189.0,138.0,47.0,8.0,51.0,8.0,7.0,31.0,135.0,105.0,48.0,5.0,24754.0,16679.0,9138.0,9133.0,8311.0,5146.0,2171.0,41348.0,27946.0,23259.0,22718.0,15854.0,6686.0,1917.0,25677.0,15605.0,8424.0,11035.0,12203.0,10139.0,6120.0,50688.0,32412.0,27422.0,28169.0,21220.0,10518.0,3953.0,3.0,252.0,3.0,238.0,21.0,432.0,21.0,628.0,50571.0,24761.0,92553.0,47175.0,49706.0,39497.0,110522.0,63860.0,1977,679795.0,15581.0,10315.0,,,,,
DE,1043,388802.0,572.0,471.0,183621.0,205181.0,472.0,410.0,61.0,100.0,158487.0,23728.0,175058.0,28458.0,6.0,5.0,25.0,109.0,134.0,119.0,68.0,6.0,4.0,4.0,27.0,90.0,114.0,94.0,1.0,12.0,1.0,1.0,9.0,22.0,31.0,24.0,9.0,3.0,63.0,14.0,0.0,10.0,13.0,17.0,5.0,3.0,43492.0,32035.0,27081.0,26912.0,17796.0,8082.0,3089.0,7386.0,4971.0,3945.0,3453.0,2477.0,1128.0,368.0,44693.0,32806.0,27818.0,29045.0,21170.0,12670.0,6856.0,9074.0,5840.0,4547.0,3900.0,2914.0,1543.0,640.0,11.0,461.0,8.0,402.0,1.0,60.0,2.0,98.0,102608.0,55879.0,16302.0,7426.0,105317.0,69741.0,19461.0,8997.0,1977,296352.0,6056.0,7984.0,DE,1.0,1.0,0.0,0.0
FL,20294,6269367.0,11523.0,8771.0,2942041.0,3327326.0,10292.0,7975.0,796.0,1231.0,2604254.0,320032.0,2925919.0,379853.0,52.0,99.0,365.0,1353.0,2956.0,3627.0,1655.0,185.0,42.0,124.0,416.0,1206.0,2284.0,2395.0,35.0,189.0,9.0,29.0,94.0,324.0,392.0,291.0,83.0,9.0,1312.0,196.0,14.0,102.0,222.0,174.0,57.0,3.0,591918.0,434156.0,373758.0,398523.0,416312.0,292472.0,97115.0,102959.0,63771.0,53062.0,43590.0,34257.0,17478.0,4915.0,577523.0,446711.0,393333.0,469007.0,524441.0,371175.0,143729.0,116793.0,75033.0,61711.0,51737.0,42267.0,23521.0,8791.0,151.0,10141.0,166.0,7809.0,49.0,747.0,38.0,1193.0,1399832.0,1204422.0,219792.0,100240.0,1417567.0,1508352.0,253537.0,126316.0,1977,3928975.0,65272.0,7221.0,FL,1.0,1.0,0.0,0.0
GA,7428,3348337.0,4230.0,3198.0,1571985.0,1776352.0,3166.0,2446.0,752.0,1064.0,1221512.0,343164.0,1334637.0,432655.0,37.0,52.0,186.0,648.0,1013.0,875.0,320.0,35.0,13.0,69.0,195.0,416.0,637.0,657.0,37.0,168.0,17.0,26.0,80.0,247.0,356.0,260.0,66.0,12.0,394.0,65.0,10.0,78.0,229.0,168.0,54.0,8.0,345919.0,270045.0,207871.0,186553.0,130647.0,61142.0,19335.0,117473.0,69898.0,50132.0,43370.0,37794.0,18404.0,6093.0,340468.0,271545.0,211550.0,203219.0,161619.0,100468.0,45768.0,135008.0,83107.0,63261.0,56776.0,51495.0,30180.0,12828.0,89.0,3077.0,82.0,2364.0,47.0,705.0,43.0,1021.0,823835.0,397677.0,237503.0,105661.0,823563.0,511074.0,281376.0,151279.0,1977,2502692.0,40785.0,6362.0,GA,1.0,1.0,0.0,0.0
HI,336,602104.0,182.0,154.0,309175.0,292929.0,178.0,153.0,1.0,4.0,104316.0,6915.0,87123.0,2577.0,1.0,1.0,16.0,38.0,58.0,45.0,15.0,4.0,3.0,2.0,11.0,33.0,51.0,33.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,38589.0,25581.0,14758.0,12404.0,8467.0,3540.0,977.0,4947.0,1157.0,446.0,218.0,110.0,31.0,6.0,28598.0,21657.0,12847.0,11301.0,7328.0,3807.0,1585.0,1579.0,587.0,206.0,117.0,53.0,26.0,9.0,2.0,176.0,5.0,148.0,1.0,0.0,0.0,4.0,78928.0,25388.0,6550.0,365.0,63102.0,24021.0,2372.0,205.0,1977,509265.0,9441.0,8818.0,HI,1.0,1.0,0.0,0.0
IA,5313,1922205.0,2840.0,2473.0,912424.0,1009781.0,2815.0,2459.0,14.0,25.0,897710.0,10500.0,994009.0,11076.0,35.0,37.0,117.0,389.0,748.0,922.0,506.0,61.0,12.0,39.0,140.0,320.0,580.0,659.0,0.0,1.0,0.0,0.0,3.0,5.0,7.0,9.0,1.0,0.0,579.0,130.0,0.0,3.0,2.0,5.0,3.0,0.0,241337.0,165897.0,137409.0,142090.0,112754.0,67508.0,30715.0,4002.0,2074.0,1556.0,1309.0,865.0,488.0,206.0,240458.0,166986.0,142663.0,152074.0,131920.0,98594.0,61314.0,3878.0,2133.0,1643.0,1444.0,1031.0,635.0,312.0,72.0,2743.0,51.0,2408.0,0.0,14.0,0.0,25.0,544643.0,353067.0,7632.0,2868.0,550107.0,443902.0,7654.0,3422.0,1977,1487748.0,27011.0,7317.0,IA,1.0,1.0,0.0,0.0
ID,1165,552024.0,634.0,531.0,272759.0,279265.0,633.0,528.0,3.0,1.0,267706.0,1039.0,274507.0,556.0,6.0,8.0,24.0,83.0,209.0,184.0,100.0,19.0,2.0,15.0,38.0,83.0,143.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,99.0,16.0,0.0,1.0,1.0,1.0,0.0,0.0,76942.0,55526.0,41192.0,38954.0,32193.0,16523.0,6376.0,567.0,208.0,112.0,75.0,44.0,25.0,8.0,74587.0,54041.0,40765.0,40754.0,33575.0,20160.0,10625.0,231.0,102.0,85.0,54.0,52.0,25.0,7.0,14.0,619.0,17.0,511.0,0.0,3.0,0.0,1.0,173660.0,94046.0,887.0,152.0,169393.0,105114.0,418.0,138.0,1977,434655.0,7206.0,6623.0,ID,0.0,0.0,1.0,1.0
IL,20769,7538349.0,11157.0,9612.0,3560634.0,3977715.0,9722.0,8560.0,1052.0,1435.0,3108721.0,405738.0,3421143.0,506191.0,93.0,143.0,482.0,1658.0,2930.0,2789.0,1447.0,180.0,55.0,166.0,558.0,1505.0,2241.0,2234.0,52.0,247.0,13.0,34.0,125.0,361.0,428.0,360.0,107.0,7.0,1570.0,231.0,10.0,143.0,286.0,208.0,93.0,13.0,832375.0,611079.0,500949.0,518558.0,376702.0,193599.0,75459.0,127886.0,84333.0,70485.0,59369.0,38395.0,19373.0,5897.0,826057.0,615421.0,511638.0,557076.0,454310.0,297708.0,158933.0,156029.0,107977.0,85911.0,70837.0,47882.0,27440.0,10115.0,236.0,9486.0,221.0,8339.0,62.0,990.0,47.0,1388.0,1944403.0,1164318.0,282704.0,123034.0,1953116.0,1468027.0,349917.0,156274.0,1977,5586832.0,115077.0,8376.0,IL,1.0,1.0,0.0,0.0
IN,9176,3504522.0,4950.0,4226.0,1661777.0,1842745.0,4555.0,3932.0,294.0,395.0,1551753.0,102753.0,1712388.0,121675.0,45.0,50.0,216.0,805.0,1400.0,1291.0,671.0,77.0,29.0,102.0,283.0,704.0,1009.0,996.0,12.0,72.0,1.0,9.0,42.0,88.0,106.0,97.0,45.0,7.0,695.0,114.0,4.0,37.0,85.0,53.0,27.0,4.0,429783.0,310191.0,252569.0,249418.0,178623.0,94616.0,36553.0,32745.0,19969.0,16964.0,15429.0,10509.0,5267.0,1870.0,432200.0,316982.0,261427.0,270710.0,212805.0,142445.0,75819.0,37828.0,23595.0,19995.0,17600.0,12551.0,7216.0,2890.0,95.0,4460.0,131.0,3801.0,16.0,278.0,10.0,385.0,992543.0,559210.0,69678.0,33075.0,1010609.0,701779.0,81418.0,40257.0,1977,2578127.0,47901.0,7159.0,IN,1.0,0.0,0.0,1.0
KS,4178,1554904.0,2278.0,1900.0,745597.0,809307.0,2159.0,1820.0,80.0,119.0,703917.0,33897.0,765850.0,34876.0,22.0,29.0,100.0,288.0,639.0,676.0,363.0,42.0,6.0,32.0,101.0,266.0,475.0,520.0,2.0,12.0,0.0,2.0,14.0,33.0,25.0,24.0,21.0,0.0,352.0,68.0,0.0,6.0,26.0,17.0,16.0,1.0,195656.0,130046.0,107192.0,110632.0,86461.0,51480.0,22450.0,13643.0,5967.0,4486.0,3997.0,3073.0,1894.0,837.0,185269.0,129438.0,110725.0,117510.0,102437.0,75853.0,44618.0,11119.0,6404.0,5165.0,4608.0,3655.0,2632.0,1293.0,51.0,2108.0,38.0,1782.0,2.0,78.0,2.0,117.0,432894.0,271023.0,24096.0,9801.0,425432.0,340418.0,22688.0,12188.0,1977,1207714.0,20539.0,7409.0,KS,0.0,1.0,1.0,0.0
KY,6294,2320138.0,3587.0,2707.0,1104656.0,1215482.0,3275.0,2462.0,245.0,312.0,1031780.0,69492.0,1131281.0,79787.0,36.0,54.0,166.0,606.0,1006.0,913.0,438.0,56.0,18.0,62.0,184.0,437.0,629.0,651.0,2.0,45.0,1.0,4.0,20.0,57.0,93.0,89.0,43.0,5.0,408.0,73.0,4.0,21.0,60.0,83.0,27.0,3.0,287211.0,206428.0,164230.0,158182.0,121722.0,68461.0,25546.0,24696.0,11230.0,9360.0,9470.0,8058.0,4769.0,1909.0,288171.0,210317.0,171342.0,172473.0,145017.0,97440.0,46521.0,23551.0,13204.0,11483.0,11609.0,10104.0,6700.0,3136.0,90.0,3185.0,80.0,2382.0,6.0,239.0,5.0,307.0,657869.0,373911.0,45286.0,24206.0,669830.0,461451.0,48238.0,31549.0,1977,1578785.0,29176.0,6117.0,KY,1.0,1.0,0.0,0.0
LA,6601,2513397.0,3778.0,2823.0,1187999.0,1325398.0,2611.0,1998.0,825.0,1167.0,888805.0,291377.0,954284.0,362959.0,31.0,44.0,161.0,483.0,824.0,733.0,305.0,30.0,24.0,37.0,138.0,379.0,517.0,536.0,28.0,156.0,15.0,24.0,87.0,211.0,368.0,307.0,140.0,15.0,327.0,40.0,10.0,94.0,243.0,178.0,100.0,16.0,262044.0,181794.0,144390.0,137348.0,98435.0,49396.0,15398.0,95283.0,53130.0,42552.0,39181.0,33761.0,20158.0,7312.0,251116.0,180504.0,148057.0,147579.0,118212.0,76217.0,32599.0,110489.0,65929.0,54498.0,50100.0,42760.0,27233.0,11950.0,75.0,2536.0,61.0,1937.0,38.0,787.0,39.0,1128.0,588228.0,300577.0,190965.0,100412.0,579677.0,374607.0,230916.0,132043.0,1977,1755715.0,39670.0,6172.0,LA,1.0,1.0,0.0,0.0
MA,11580,3898268.0,5903.0,5677.0,1799578.0,2098690.0,5758.0,5558.0,119.0,145.0,1724434.0,58632.0,2010980.0,70590.0,48.0,85.0,240.0,884.0,1633.0,1742.0,1002.0,124.0,40.0,86.0,274.0,912.0,1353.0,1563.0,4.0,36.0,1.0,3.0,9.0,31.0,46.0,32.0,17.0,6.0,1126.0,204.0,2.0,14.0,26.0,18.0,15.0,4.0,464566.0,332133.0,269225.0,286314.0,213053.0,112440.0,46703.0,20900.0,13538.0,9373.0,7600.0,4322.0,2004.0,895.0,487763.0,346760.0,285155.0,321499.0,271029.0,191401.0,107373.0,23658.0,16272.0,11032.0,8910.0,5950.0,3231.0,1537.0,133.0,5625.0,126.0,5432.0,6.0,113.0,4.0,141.0,1065924.0,658510.0,43811.0,14821.0,1119678.0,891302.0,50962.0,19628.0,1977,2833405.0,50719.0,7733.0,MA,1.0,1.0,0.0,0.0
MD,7343,2780790.0,4028.0,3315.0,1317664.0,1463126.0,3176.0,2754.0,561.0,852.0,1057016.0,242913.0,1154856.0,288276.0,27.0,48.0,164.0,596.0,973.0,914.0,416.0,38.0,21.0,63.0,198.0,511.0,720.0,699.0,25.0,140.0,8.0,18.0,71.0,207.0,280.0,183.0,72.0,13.0,470.0,72.0,10.0,57.0,145.0,133.0,41.0,10.0,282113.0,224476.0,181129.0,179833.0,117002.0,53950.0,18513.0,77735.0,55467.0,41965.0,33345.0,21430.0,9940.0,3031.0,282278.0,228515.0,183603.0,193716.0,138393.0,85825.0,42526.0,92282.0,66200.0,47110.0,38014.0,26080.0,13346.0,5244.0,75.0,3101.0,84.0,2670.0,35.0,526.0,26.0,826.0,687718.0,369298.0,175167.0,67746.0,694396.0,460460.0,205592.0,82684.0,1977,1918925.0,35555.0,8507.0,MD,1.0,1.0,0.0,0.0
ME,2195,725908.0,1179.0,1016.0,344031.0,381877.0,1176.0,1014.0,2.0,3.0,341137.0,1248.0,379370.0,641.0,12.0,18.0,55.0,164.0,370.0,335.0,199.0,23.0,6.0,16.0,75.0,152.0,247.0,282.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,195.0,41.0,0.0,0.0,0.0,1.0,0.0,0.0,89888.0,67464.0,54342.0,53582.0,42283.0,24286.0,9292.0,648.0,287.0,134.0,81.0,57.0,28.0,13.0,91483.0,67520.0,56415.0,58424.0,50196.0,35696.0,19636.0,260.0,136.0,82.0,63.0,46.0,30.0,24.0,30.0,1146.0,22.0,992.0,0.0,2.0,0.0,3.0,211694.0,129443.0,1069.0,179.0,215418.0,163952.0,478.0,163.0,1977,512788.0,7647.0,6271.0,ME,0.0,1.0,1.0,0.0
MI,15065,5885584.0,8420.0,6645.0,2809586.0,3075998.0,7333.0,5904.0,741.0,1087.0,2485643.0,300666.0,2697626.0,353033.0,76.0,104.0,365.0,1269.0,2163.0,2135.0,1094.0,127.0,43.0,156.0,448.0,1100.0,1522.0,1452.0,29.0,186.0,10.0,16.0,94.0,280.0,328.0,236.0,108.0,15.0,1029.0,154.0,7.0,75.0,200.0,154.0,75.0,15.0,693576.0,498756.0,404266.0,409557.0,279339.0,144061.0,56088.0,95439.0,60378.0,48022.0,46861.0,31036.0,14657.0,4273.0,699575.0,505235.0,417869.0,438207.0,325365.0,203940.0,107435.0,111509.0,71238.0,56567.0,51826.0,35892.0,18605.0,7396.0,180.0,7153.0,199.0,5705.0,36.0,705.0,26.0,1061.0,1596598.0,889045.0,203839.0,96827.0,1622679.0,1074947.0,239314.0,113719.0,1977,4015637.0,89326.0,7861.0,MI,1.0,1.0,0.0,0.0
MN,6659,2594399.0,3575.0,3084.0,1246643.0,1347756.0,3548.0,3058.0,26.0,27.0,1219225.0,13636.0,1320089.0,12912.0,43.0,43.0,135.0,511.0,939.0,1102.0,662.0,113.0,32.0,58.0,162.0,435.0,692.0,870.0,0.0,2.0,0.0,1.0,3.0,5.0,5.0,10.0,3.0,0.0,697.0,112.0,0.0,2.0,6.0,9.0,7.0,0.0,340722.0,241986.0,188000.0,183135.0,141885.0,84920.0,38577.0,5293.0,3209.0,1970.0,1535.0,951.0,491.0,187.0,344932.0,242893.0,189406.0,192155.0,163301.0,117948.0,69454.0,4827.0,2829.0,1893.0,1515.0,992.0,585.0,271.0,86.0,3462.0,90.0,2968.0,0.0,26.0,1.0,26.0,770708.0,448517.0,10472.0,3164.0,777231.0,542858.0,9549.0,3363.0,1977,2033789.0,36830.0,7559.0,MN,1.0,1.0,0.0,0.0
MO,9293,3237676.0,5121.0,4172.0,1513335.0,1724341.0,4612.0,3798.0,374.0,509.0,1377218.0,127076.0,1554687.0,159070.0,43.0,65.0,206.0,653.0,1369.0,1428.0,751.0,97.0,19.0,65.0,249.0,567.0,960.0,1058.0,9.0,76.0,5.0,10.0,35.0,113.0,138.0,156.0,44.0,8.0,738.0,142.0,3.0,34.0,118.0,95.0,32.0,7.0,353139.0,259969.0,218127.0,220208.0,178440.0,106202.0,41133.0,38739.0,24067.0,19946.0,18158.0,14555.0,8512.0,3099.0,358237.0,267769.0,227169.0,241987.0,217208.0,158719.0,83598.0,45218.0,29890.0,25314.0,22883.0,18732.0,11998.0,5035.0,108.0,4504.0,84.0,3714.0,12.0,362.0,15.0,494.0,831235.0,545983.0,82752.0,44324.0,853175.0,701512.0,100422.0,58648.0,1977,2423645.0,41150.0,7058.0,MO,1.0,1.0,0.0,0.0
MS,3907,1522571.0,2256.0,1651.0,710870.0,811701.0,1518.0,1092.0,559.0,738.0,502721.0,205048.0,551104.0,256772.0,14.0,30.0,81.0,273.0,491.0,431.0,179.0,19.0,8.0,30.0,77.0,194.0,285.0,291.0,16.0,90.0,0.0,6.0,47.0,101.0,224.0,223.0,116.0,21.0,170.0,37.0,10.0,44.0,147.0,164.0,72.0,16.0,135105.0,100548.0,83244.0,77962.0,62069.0,33049.0,10744.0,65808.0,32982.0,26142.0,26236.0,28380.0,18472.0,7028.0,131790.0,101458.0,85631.0,85614.0,75091.0,49221.0,22299.0,75789.0,40695.0,35639.0,35597.0,35435.0,23559.0,10058.0,44.0,1474.0,38.0,1054.0,26.0,533.0,6.0,732.0,318897.0,183824.0,124932.0,80116.0,318879.0,232225.0,152123.0,104649.0,1977,1070753.0,15957.0,5347.0,MS,1.0,1.0,0.0,0.0
MT,1151,500017.0,656.0,495.0,246881.0,253136.0,654.0,495.0,0.0,2.0,237176.0,774.0,243136.0,391.0,5.0,8.0,29.0,84.0,208.0,191.0,101.0,28.0,6.0,12.0,29.0,77.0,136.0,126.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,93.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,65760.0,47804.0,36912.0,36448.0,29050.0,14752.0,6450.0,437.0,161.0,80.0,41.0,27.0,25.0,3.0,64037.0,45836.0,36412.0,36987.0,30787.0,17973.0,11104.0,168.0,78.0,51.0,28.0,37.0,22.0,7.0,13.0,641.0,18.0,477.0,0.0,0.0,0.0,2.0,150476.0,86700.0,678.0,96.0,146285.0,96851.0,297.0,94.0,1977,371699.0,6350.0,6751.0,MT,0.0,1.0,0.0,0.0
NC,8587,3725810.0,4788.0,3799.0,1762220.0,1963590.0,3628.0,2976.0,823.0,1160.0,1409706.0,332057.0,1542904.0,397013.0,41.0,75.0,212.0,703.0,1219.0,917.0,421.0,40.0,22.0,70.0,225.0,597.0,801.0,733.0,25.0,183.0,5.0,22.0,67.0,273.0,348.0,318.0,117.0,10.0,460.0,68.0,17.0,96.0,221.0,181.0,80.0,20.0,397751.0,293447.0,237012.0,222732.0,157833.0,76000.0,24931.0,114175.0,61055.0,47906.0,46577.0,37987.0,18338.0,6019.0,381215.0,297785.0,247427.0,245185.0,198522.0,120147.0,52623.0,121884.0,70415.0,59154.0,58155.0,49248.0,27257.0,10900.0,116.0,3512.0,92.0,2884.0,42.0,781.0,27.0,1133.0,928210.0,481496.0,223136.0,108921.0,926427.0,616477.0,251453.0,145560.0,1977,2850596.0,43822.0,6175.0,NC,1.0,1.0,0.0,0.0
ND,957,419804.0,515.0,442.0,209436.0,210368.0,515.0,442.0,0.0,0.0,203658.0,1156.0,204828.0,443.0,4.0,7.0,22.0,62.0,152.0,164.0,93.0,11.0,1.0,3.0,27.0,45.0,121.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,60498.0,36453.0,29120.0,30125.0,25768.0,15199.0,6495.0,741.0,310.0,86.0,4.0,6.0,5.0,4.0,55287.0,34130.0,29104.0,30014.0,27510.0,18589.0,10194.0,256.0,127.0,36.0,10.0,7.0,4.0,3.0,11.0,504.0,4.0,438.0,0.0,0.0,0.0,0.0,126071.0,77587.0,1137.0,19.0,118521.0,86307.0,419.0,24.0,1977,330976.0,5243.0,6588.0,ND,0.0,0.0,1.0,0.0
NE,2847,1026088.0,1563.0,1284.0,490531.0,535557.0,1537.0,1264.0,20.0,26.0,475025.0,11649.0,517828.0,13312.0,15.0,26.0,56.0,212.0,406.0,492.0,299.0,31.0,8.0,17.0,60.0,176.0,304.0,325.0,0.0,2.0,0.0,2.0,1.0,5.0,8.0,8.0,2.0,0.0,318.0,56.0,1.0,7.0,5.0,3.0,2.0,0.0,130093.0,89325.0,72379.0,72326.0,57928.0,36214.0,16760.0,4208.0,2438.0,1948.0,1364.0,941.0,564.0,186.0,129319.0,88419.0,73677.0,75505.0,67798.0,51628.0,31482.0,4535.0,2787.0,2112.0,1677.0,1189.0,711.0,301.0,41.0,1496.0,25.0,1239.0,1.0,19.0,2.0,24.0,291797.0,183228.0,8594.0,3055.0,291415.0,226413.0,9434.0,3878.0,1977,831023.0,13874.0,7142.0,NE,0.0,0.0,0.0,0.0
NH,1598,575929.0,835.0,763.0,274641.0,301288.0,835.0,761.0,2.0,0.0,272367.0,1241.0,299128.0,834.0,9.0,15.0,26.0,117.0,263.0,250.0,139.0,16.0,5.0,12.0,58.0,116.0,188.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,34.0,0.0,1.0,0.0,0.0,1.0,0.0,74146.0,58355.0,43395.0,41721.0,31549.0,17061.0,6140.0,579.0,288.0,183.0,107.0,58.0,18.0,8.0,75326.0,58257.0,43553.0,44817.0,37642.0,25848.0,13685.0,348.0,197.0,125.0,77.0,47.0,31.0,9.0,24.0,811.0,17.0,744.0,0.0,2.0,0.0,0.0,175896.0,96471.0,1050.0,191.0,177136.0,121992.0,670.0,164.0,1977,418419.0,6298.0,7060.0,NH,0.0,0.0,0.0,1.0
NJ,14840,4960010.0,7865.0,6975.0,2316856.0,2643154.0,7091.0,6380.0,595.0,774.0,2063540.0,227225.0,2328121.0,285646.0,56.0,107.0,373.0,1170.0,2089.0,2145.0,1036.0,115.0,45.0,109.0,401.0,1114.0,1782.0,1677.0,25.0,141.0,10.0,16.0,83.0,186.0,221.0,199.0,52.0,7.0,1091.0,161.0,9.0,79.0,137.0,144.0,47.0,13.0,487411.0,397534.0,350605.0,377188.0,269482.0,132435.0,48885.0,67554.0,50421.0,42951.0,33499.0,20381.0,9578.0,2841.0,498418.0,420051.0,369114.0,412922.0,322940.0,202065.0,102611.0,82597.0,65885.0,51286.0,39429.0,26850.0,14194.0,5405.0,163.0,6928.0,154.0,6226.0,34.0,561.0,26.0,748.0,1235550.0,827990.0,160926.0,66299.0,1287583.0,1040538.0,199768.0,85878.0,1977,3325139.0,65839.0,8548.0,NJ,1.0,1.0,0.0,0.0
NM,1371,757591.0,725.0,646.0,367307.0,390284.0,713.0,634.0,12.0,12.0,337027.0,6742.0,356835.0,6211.0,14.0,10.0,31.0,113.0,208.0,216.0,106.0,15.0,8.0,9.0,67.0,114.0,162.0,160.0,1.0,2.0,0.0,0.0,1.0,4.0,4.0,2.0,1.0,0.0,98.0,16.0,0.0,0.0,2.0,5.0,1.0,1.0,98880.0,70326.0,55506.0,50180.0,37209.0,18536.0,6390.0,2761.0,1353.0,995.0,755.0,507.0,285.0,86.0,98263.0,71491.0,57111.0,53986.0,41625.0,23917.0,10442.0,2186.0,1206.0,991.0,795.0,625.0,296.0,112.0,24.0,689.0,17.0,617.0,1.0,11.0,0.0,12.0,224712.0,112315.0,5109.0,1633.0,226865.0,129970.0,4383.0,1828.0,1977,538969.0,10102.0,6307.0,NM,1.0,1.0,0.0,0.0
NV,1016,459400.0,583.0,433.0,232500.0,226900.0,548.0,422.0,11.0,35.0,214404.0,11758.0,207807.0,11767.0,8.0,9.0,32.0,121.0,182.0,140.0,52.0,4.0,8.0,13.0,32.0,100.0,127.0,87.0,0.0,0.0,0.0,2.0,2.0,12.0,13.0,6.0,0.0,0.0,52.0,3.0,0.0,4.0,4.0,3.0,0.0,0.0,58069.0,47099.0,37135.0,34733.0,24666.0,9972.0,2730.0,4490.0,2792.0,2045.0,1272.0,790.0,316.0,53.0,55040.0,44406.0,34066.0,33700.0,24422.0,11760.0,4413.0,4409.0,2865.0,2005.0,1233.0,822.0,332.0,101.0,17.0,531.0,21.0,401.0,0.0,11.0,2.0,33.0,142303.0,72101.0,9327.0,2431.0,133512.0,74295.0,9279.0,2488.0,1977,383713.0,7416.0,8699.0,NV,1.0,1.0,0.0,0.0
